,time,rate
0,22:00:20,4.22191
1,22:00:20,4.22191
2,22:00:20,4.22191
3,22:00:20,4.22191
4,22:00:20,4.22191
5,22:00:20,4.22191
6,22:00:20,4.22191
7,22:00:20,4.22191
8,22:00:20,4.22191
9,22:00:20,4.22191
10,22:00:20,4.22191
11,22:00:20,4.22191
12,22:00:20,4.22191
13,22:00:20,4.22191
14,22:00:20,4.22191
15,22:00:20,4.22191
16,22:00:20,4.22191
17,22:00:20,4.22191
18,22:00:20,4.22191
19,22:00:20,4.22191
20,22:00:20,4.22191
21,22:00:20,4.22191
22,22:00:20,4.22191
23,22:00:20,4.22191
24,22:00:20,4.22191
25,22:00:20,4.22191
26,22:00:20,4.22191
27,22:00:20,4.22191
28,22:00:20,4.22191
29,22:00:20,4.22191
30,22:00:20,4.22191
31,22:00:20,4.22191
32,22:00:20,4.22191
33,22:00:20,4.22191
34,22:00:20,4.22191
35,22:00:20,4.22191
36,22:00:20,4.22191
37,22:00:20,4.22191
38,22:00:20,4.22191
39,22:00:20,4.22191
40,22:00:20,4.22191
41,22:00:20,4.22191
42,22:00:20,4.22191
43,22:00:20,4.22191
44,22:00:20,4.22191
45,22:00:20,4.22191
46,22:00:20,4.22191
47,22:00:20,4.22191
48,22:00:20,4.22191
49,22:00:20,4.22191
50,22:00:20,4.22191
51,22:00:20,4.22191
52,22:00:20,4.22191
53,22:00:20,4.22191
54,22:00:20,4.22191
55,22:00:20,4.22191
56,22:00:20,4.22191
57,22:00:20,4.22191
58,22:00:20,4.22191
59,22:00:20,4.22191
60,22:00:20,4.22191
61,22:00:20,4.22191
62,22:00:20,4.22191
63,22:00:20,4.22191
64,22:00:20,4.22191
65,22:00:20,4.22191
66,22:00:20,4.22191
67,22:00:20,4.22191
68,22:00:20,4.22191
69,22:00:20,4.22191
70,22:00:20,4.22191
71,22:00:20,4.22191
72,22:00:20,4.22191
73,22:00:20,4.22191
74,22:00:20,4.22191
75,22:00:20,4.22191
76,22:00:20,4.22191
77,22:00:20,4.22191
78,22:00:20,4.22191
79,22:00:20,4.22191
80,22:00:20,4.22191
81,22:00:20,4.22191
82,22:00:20,4.22191
83,22:00:20,4.22191
84,22:00:20,4.22191
85,22:00:20,4.22191
86,22:00:20,4.22191
87,22:00:20,4.22191
88,22:00:20,4.22191
89,22:00:20,4.22191
90,22:00:20,4.22191
91,22:00:20,4.22191
92,22:00:20,4.22191
93,22:00:20,4.22191
94,22:00:20,4.22191
95,22:00:20,4.22191
96,22:00:20,4.22191
97,22:00:20,4.22191
98,22:00:20,4.22191
99,22:00:20,4.22191
100,22:00:20,4.22191
101,22:00:20,4.22191
102,22:00:20,4.22191
103,22:00:20,4.22191
104,22:00:20,4.22191
105,22:00:20,4.22191
106,22:00:20,4.22191
107,22:00:20,4.22191
108,22:00:20,4.22191
109,22:00:20,4.22191
110,22:00:20,4.22191
111,22:00:20,4.22191
112,22:00:20,4.22191
113,22:00:20,4.22191
114,22:00:20,4.22191
115,22:00:20,4.22191
116,22:00:20,4.22191
117,22:00:20,4.22191
118,22:00:20,4.22191
119,22:00:20,4.22191
120,22:00:20,4.22191
121,22:00:20,4.22191
122,22:00:20,4.22191
123,22:00:20,4.22191
124,22:00:20,4.22191
125,22:00:20,4.22191
126,22:00:20,4.22191
127,22:00:20,4.22191
128,22:00:20,4.22191
129,22:00:20,4.22191
130,22:00:20,4.22191
131,22:00:20,4.22191
132,22:00:20,4.22191
133,22:00:20,4.22191
134,22:00:20,4.22191
135,22:00:20,4.22191
136,22:00:20,4.22191
137,22:00:20,4.22191
138,22:00:20,4.22191
139,22:00:20,4.22191
140,22:00:20,4.22191
141,22:00:20,4.22191
142,22:00:20,4.22191
143,22:00:20,4.22191
144,22:00:20,4.22191
145,22:00:20,4.22191
146,22:00:20,4.22191
147,22:00:20,4.22191
148,22:00:20,4.22191
149,22:00:20,4.22191
150,22:00:20,4.22191
151,22:00:20,4.22191
152,22:00:20,4.22191
153,22:00:20,4.22191
154,22:00:20,4.22191
155,22:00:20,4.22191
156,22:00:20,4.22191
157,22:00:20,4.22191
158,22:00:20,4.22191
159,22:00:20,4.22191
160,22:00:20,4.22191
161,22:00:20,4.22191
162,22:00:20,4.22191
163,22:00:20,4.22191
164,22:00:20,4.22191
165,22:00:20,4.22191
166,22:00:20,4.22191
167,22:00:20,4.22191
168,22:00:20,4.22191
169,22:00:20,4.22191
170,22:00:20,4.22191
171,22:00:20,4.22191
172,22:00:20,4.22191
173,22:00:20,4.22191
174,22:00:20,4.22191
175,22:00:20,4.22191
176,22:00:20,4.22191
177,22:00:20,4.22191
178,22:00:20,4.22191
179,22:00:20,4.22191
180,22:00:20,4.22191
181,22:00:20,4.22191
182,22:00:20,4.22191
183,22:00:20,4.22191
184,22:00:20,4.22191
185,22:00:20,4.22191
186,22:00:20,4.22191
187,22:00:20,4.22191
188,22:00:20,4.22191
189,22:00:20,4.22191
190,22:00:20,4.22191
191,22:00:20,4.22191
192,22:00:20,4.22191
193,22:00:20,4.22191
194,22:00:20,4.22191
195,22:00:20,4.22191
196,22:00:20,4.22191
197,22:00:20,4.22191
198,22:00:20,4.22191
199,22:00:20,4.22191
200,22:00:20,4.22191
201,22:00:20,4.22191
202,22:00:20,4.22191
203,22:00:20,4.22191
204,22:00:20,4.22191
205,22:00:20,4.22191
206,22:00:20,4.22191
207,22:00:20,4.22191
208,22:00:20,4.22191
209,22:00:20,4.22191
210,22:00:20,4.22191
211,22:00:20,4.22191
212,22:00:20,4.22191
213,22:00:20,4.22191
214,22:00:20,4.22191
215,22:00:20,4.22191
216,22:00:20,4.22191
217,22:00:20,4.22191
218,22:00:20,4.22191
219,22:00:20,4.22191
220,22:00:20,4.22191
221,22:00:20,4.22191
222,22:00:20,4.22191
223,22:00:20,4.22191
224,22:00:20,4.22191
225,22:00:20,4.22191
226,22:00:20,4.22191
227,22:00:20,4.22191
228,22:00:20,4.22191
229,22:00:20,4.22191
230,22:00:20,4.22191
231,22:00:20,4.22191
232,22:00:20,4.22191
233,22:00:20,4.22191
234,22:00:20,4.22191
235,22:00:20,4.22191
236,22:00:20,4.22191
237,22:00:20,4.22191
238,22:00:20,4.22191
239,22:00:20,4.22191
240,22:00:20,4.22191
241,22:00:20,4.22191
242,22:00:20,4.22191
243,22:00:20,4.22191
244,22:00:20,4.22191
245,22:00:20,4.22191
246,22:00:20,4.22191
247,22:00:20,4.22191
248,22:00:20,4.22191
249,22:00:20,4.22191
250,22:00:20,4.22191
251,22:00:20,4.22191
252,22:00:20,4.22191
253,22:00:20,4.22191
254,22:00:20,4.22191
255,22:00:20,4.22191
256,22:00:20,4.22191
257,22:00:20,4.22191
258,22:00:20,4.22191
259,22:00:20,4.22191
260,22:00:20,4.22191
261,22:00:20,4.22191
262,22:00:20,4.22191
263,22:00:20,4.22191
264,22:00:20,4.22191
265,22:00:20,4.22191
266,22:00:20,4.22191
267,22:00:20,4.22191
268,22:00:20,4.22191
269,22:00:20,4.22191
270,22:00:20,4.22191
271,22:00:20,4.22191
272,22:00:20,4.22191
273,22:00:20,4.22191
274,22:00:20,4.22191
275,22:00:20,4.22191
276,22:00:20,4.22191
277,22:00:20,4.22191
278,22:00:20,4.22191
279,22:00:20,4.22191
280,22:00:20,4.22191
281,22:00:20,4.22191
282,22:00:20,4.22191
283,22:00:20,4.22191
284,22:00:20,4.22191
285,22:00:20,4.22191
286,22:00:20,4.22191
287,22:00:20,4.22191
288,22:00:20,4.22191
289,22:00:20,4.22191
290,22:00:20,4.22191
291,22:00:20,4.22191
292,22:00:20,4.22191
293,22:00:20,4.22191
294,22:00:20,4.22191
295,22:00:20,4.22191
296,22:00:20,4.22191
297,22:00:20,4.22191
298,22:00:20,4.22191
299,22:00:20,4.22191
300,22:00:20,4.22191
301,22:00:20,4.22191
302,22:00:20,4.22191
303,22:00:20,4.22191
304,22:00:20,4.22191
305,22:00:20,4.22191
306,22:00:20,4.22191
307,22:00:20,4.22191
308,22:00:20,4.22191
309,22:00:20,4.22191
310,22:00:20,4.22191
311,22:00:20,4.22191
312,22:00:20,4.22191
313,22:00:20,4.22191
314,22:00:20,4.22191
315,22:00:20,4.22191
316,22:00:20,4.22191
317,22:00:20,4.22191
318,22:00:20,4.22191
319,22:00:20,4.22191
320,22:00:20,4.22191
321,22:00:20,4.22191
322,22:00:20,4.22191
323,22:00:20,4.22191
324,22:00:20,4.22191
325,22:00:20,4.22191
326,22:00:20,4.22191
327,22:00:20,4.22191
328,22:00:20,4.22191
329,22:00:20,4.22191
330,22:00:20,4.22191
331,22:00:20,4.22191
332,22:00:20,4.22191
333,22:00:20,4.22191
334,22:00:20,4.22191
335,22:00:20,4.22191
336,22:00:20,4.22191
337,22:00:20,4.22191
338,22:00:20,4.22191
339,22:00:20,4.22191
340,22:00:20,4.22191
341,22:00:20,4.22191
342,22:00:20,4.22191
343,22:00:20,4.22191
344,22:00:20,4.22191
345,22:00:20,4.22191
346,22:00:20,4.22191
347,22:00:20,4.22191
348,22:00:20,4.22191
349,22:00:20,4.22191
350,22:00:20,4.22191
351,22:00:20,4.22191
352,22:00:20,4.22191
353,22:00:20,4.22191
354,22:00:20,4.22191
355,22:00:20,4.22191
356,22:00:20,4.22191
357,22:00:20,4.22191
358,22:00:20,4.22191
359,22:00:20,4.22191
360,22:00:20,4.22191
361,22:00:20,4.22191
362,22:00:20,4.22191
363,22:00:20,4.22191
